"","COMPANY","X","JOB_ID","JOB_FUNCTION","JOB_REGION","JOB_IMPRESSIONS","JOB_VIEWS","JOB_APPLICATIONS","HIRED_THREEMONTHS","EMPLOYED_ONEYEAR"
"35","Company_ABC","1/4/2018",3635,"Sales","Europe","64180","892",158,1,1
"36","Company_ABC","1/5/2018",3175,"Support","Latin America","24724","1140",218,1,0
"37","Company_ABC","1/6/2018",4658,"Operations","Latin America","43444","1229",205,0,0
"38","Company_ABC","1/7/2018",3060,"Operations","North America","38802","1146",239,1,0
"39","Company_ABC","1/8/2018",6808,"Human Resources","Europe","42795","509",210,1,0
"40","Company_ABC","1/9/2018",2583,"Engineering","Asia Pacific","21191","1008",176,1,0
"41","Company_ABC","1/10/2018",4299,"Operations","Asia Pacific","29517","1230",258,0,0
"42","Company_ABC","1/11/2018",3154,"Engineering","Europe","25014","1082",222,0,0
"43","Company_ABC","1/12/2018",3542,"Support","Asia Pacific","68532","1173",198,1,1
"44","Company_ABC","1/13/2018",NA,"IT","Asia Pacific","13112","1303",178,1,0
"45","Company_ABC","1/14/2018",6496,"Support","Latin America","71187","815",131,0,0
"46","Company_ABC","1/15/2018",6536,"Human Resources","Asia Pacific","79850","992",272,1,1
"47","Company_ABC","1/16/2018",2655,"Finance","Latin America","48560","501",296,1,0
"48","Company_ABC","1/17/2018",4677,"Finance","Latin America","57567","1326",245,0,0
"49","Company_ABC","1/18/2018",2273,"Sales","Europe","29495","1371",176,0,0
"50","Company_ABC","1/19/2018",5494,"Operations","Asia Pacific",NA,"520",228,0,0
"51","Company_ABC","1/20/2018",1271,"Sales","Latin America","10813","1413",197,0,0
"52","Company_ABC","1/21/2018",4546,"Operations","Asia Pacific",NA,"891",167,1,1
"53","Company_ABC","1/22/2018",3255,"Marketing","Latin America","56723","1357",268,1,0
"54","Company_ABC","1/23/2018",3150,"Engineering","Latin America","74507","889",300,1,1
"55","Company_ABC","1/24/2018",1450,"Operations","Latin America","14052","1060",200,1,0
"56","Company_ABC","1/25/2018",2830,"Support","Asia","45154","1484",NA,1,1
"57","Company_ABC","1/26/2018",2116,"IT","Latin America","48957","1337",239,1,0
"58","Company_ABC","1/27/2018",6312,"Engineering","Asia Pacific","19845","1425",227,1,0
"59","Company_ABC","1/28/2018",6374,"Support","Europe","66922","1373",180,1,1
"60","Company_ABC","1/29/2018",4922,"Engineering","Europe","27076","865",217,0,0
"61","Company_ABC","1/30/2018",4153,"Engineering","Asia Pacific","62056","1229",220,0,0
"62","Company_ABC","1/31/2018",6370,"Support","Asia Pacific","41112","1092",180,1,0
"63","Company_ABC","1/1/2018",2254,"Operations","Latin America","23706","780",231,0,0
"64","Company_ABC","1/2/2018",5642,"Marketing","North America","12360","504",132,1,0
"65","Company_ABC","1/3/2018",1286,"Human Resources","North America",NA,"793",276,0,0
"66","Company_ABC","1/4/2018",5592,"Engineering","Asia Pacific","15048","899",146,0,0
"67","Company_ABC","1/5/2018",5988,"Operations","Asia Pacific","50147","651",195,0,0
"68","Company_ABC","1/6/2018",4092,NA,"North America","32963","1376",193,1,0
"69","Company_ABC","1/7/2018",1322,"Marketing","Asia Pacific","69710","1309",150,1,1
"70","Company_ABC","1/8/2018",6502,"Operations","Asia Pacific","75858","n.a.",107,0,0
"71","Company_ABC","1/9/2018",3178,"Support","Latin America","79403","991",297,0,0
"72","Company_ABC","1/10/2018",4790,"Engineering","Latin America","64271","854",289,0,0
"73","Company_ABC","1/11/2018",6903,"Sales","Asia Pacific","13858","1228",186,1,0
"74","Company_ABC","1/12/2018",5022,"Support","North America","74482","1372",168,1,1
"75","Company_ABC","1/13/2018",1159,"Support","Latin America","58642","622",172,1,0
"76","Company_ABC","1/14/2018",2565,"Finance","Europe","67143","1440",117,1,1
"77","Company_ABC","1/15/2018",3456,"Engineering","North America","25596","1268",129,0,0
"78","Company_ABC","1/16/2018",5110,"Engineering","North America",NA,"1192",146,0,0
"79","Company_ABC","1/17/2018",5498,"Operations","Asia Pacific","44277","1067",102,1,0
"80","Company_ABC","1/18/2018",2792,NA,"North America","43190","1376",245,1,0
"81","Company_ABC","1/19/2018",2035,"Sales","North America","61040","1492",293,1,0
"82","Company_ABC","1/20/2018",1141,"Finance","Europe","78412","971",133,0,0
"83","Company_ABC","1/21/2018",1785,"Human Resources","Europe","25756","820",290,1,0
"84","Company_ABC","1/22/2018",3831,"Operations","Latin America","55592","1219",196,0,0
"85","Company_ABC","1/23/2018",5097,"Human Resources","Latin America","61191","1400",228,1,1
"86","Company_ABC","1/24/2018",1138,"Sales","Europe",NA,"1105",151,0,0
"87","Company_ABC","1/25/2018",6911,"Engineering","Asia Pacific","73555","954",279,0,0
"88","Company_ABC","1/26/2018",5007,"Sales","Latin America","17379","980",244,1,0
"89","Company_ABC","1/27/2018",3533,"IT","Europe","53545","1463",142,0,0
"90","Company_ABC","1/28/2018",1883,"Support","Latin America","54470","845",219,1,1
"91","Company_ABC","1/29/2018",5032,"Engineering","Latin America","59036","1404",175,1,1
"92","Company_ABC","1/30/2018",4674,"IT","Asia Pacific","50153","1104",275,0,0
"93","Company_ABC","1/31/2018",1652,"IT","Asia Pacific","74603","1249",255,0,0
"94","Company_ABC","2/1/2018",6093,"Marketing","Asia Pacific","36633","1234",161,1,0
"95","Company_ABC","2/2/2018",6067,"Marketing","Europe","21710","1379",265,0,0
"96","Company_ABC","2/3/2018",2495,"Support","Asia Pacific","23982","n.a.",255,1,0
"97","Company_ABC","2/4/2018",6689,"Engineering","Latin America","74571","893",286,1,1
"98","Company_ABC","2/5/2018",1119,"Operations","Europe","61898","830",194,1,1
"99","Company_ABC","2/6/2018",6031,"Human Resources","North America","31941","1329",262,1,0
"100","Company_ABC","2/7/2018",2079,"Finance","Latin America","61642","624",223,1,1
"101","Company_ABC","2/8/2018",2755,"Operations","Asia","54116","1308",214,0,0
"102","Company_ABC","2/9/2018",3070,"Operations","Asia Pacific","29333","993",118,0,0
"103","Company_ABC","2/10/2018",6054,NA,"Latin America",NA,"640",155,0,0
"104","Company_ABC","2/11/2018",NA,"Sales","Latin America","51245","632",146,1,1
"105","Company_ABC","2/12/2018",5933,"Operations","Europe","19660","671",150,1,0
"106","Company_ABC","2/13/2018",1053,"Operations","North America","40925","1246",161,1,0
"107","Company_ABC","2/14/2018",6398,"Operations","Asia Pacific","27713","1197",103,1,0
"108","Company_ABC","2/15/2018",6617,"Operations","North America","49666","1270",257,1,1
"109","Company_ABC","2/16/2018",5622,"Support","Latin America","42426","1471",192,0,0
"110","Company_ABC","2/17/2018",3662,"Engineering","Latin America","79955","1138",148,0,0
"111","Company_ABC","2/18/2018",4894,"Operations","Europe","35713","1211",286,0,0
"112","Company_ABC","2/19/2018",4588,"Engineering","Asia Pacific","37775","1049",167,1,0
"113","Company_ABC","2/20/2018",1104,"Operations","North America","34353","904",208,1,0
"114","Company_ABC","2/21/2018",3513,"Finance","Europe","53260","1093",142,1,1
"115","Company_ABC","2/22/2018",2793,"IT","Asia Pacific","28408","1249",217,1,0
"116","Company_ABC","2/23/2018",2737,"Support","Latin America","23278","577",242,1,0
"117","Company_ABC","2/24/2018",1896,"Finance","Europe","15008","1354",225,1,0
"118","Company_ABC","2/25/2018",4636,"Marketing","Europe","24000","895",185,1,0
"119","Company_ABC","2/26/2018",6302,"Human Resources","Asia Pacific","17976","1303",186,0,0
"120","Company_ABC","2/27/2018",5360,"Sales","Latin America","34429","1276",233,1,0
"121","Company_ABC","2/28/2018",1455,"Engineering","North America","43530","1248",254,0,0
"122","Company_ABC","3/1/2018",6834,"Operations","North America","38892","1223",279,1,0
"123","Company_ABC","2/1/2018",2468,"Support","Europe","47841","577",108,0,0
"124","Company_ABC","2/2/2018",2440,"Engineering","Asia Pacific","16852","1426",296,1,0
"125","Company_ABC","2/3/2018",5361,"Engineering","Latin America","25251","957",133,1,0
"126","Company_ABC","2/4/2018",2374,"Engineering","Europe","54853","1207",182,1,1
"127","Company_ABC","2/5/2018",3913,"Marketing","North America","56515","523",257,0,0
"128","Company_ABC","2/6/2018",1812,"Support","Asia Pacific","19788","1322",162,0,0
"129","Company_ABC","2/7/2018",3603,"Operations","Europe","54797","709",300,1,1
"130","Company_ABC","2/8/2018",3904,"Marketing","North America","60018","971",153,1,1
"131","Company_ABC","2/9/2018",6838,"Support","Europe","67771","692",207,0,0
"132","Company_ABC","2/10/2018",1942,"Finance","Latin America","40677","1288",246,0,0
"133","Company_ABC","2/11/2018",4397,"Sales","North America","36935","713",116,1,0
"134","Company_ABC","2/12/2018",6634,"Sales","Asia Pacific","10316","702",231,1,0
"135","Company_ABC","2/13/2018",3849,"Marketing","Latin America","22898","969",211,0,0
"136","Company_ABC","2/14/2018",3322,"IT","Latin America","15051","1024",166,1,0
"137","Company_ABC","2/15/2018",4045,"Finance","Europe","59666","521",228,1,1
"138","Company_ABC","2/16/2018",2992,"Support","Latin America","28277","1332",294,1,0
"139","Company_ABC","2/17/2018",5526,"Marketing","North America","72789","1109",141,1,1
"140","Company_ABC","2/18/2018",2967,"IT","Asia Pacific","31241","869",278,0,0
"141","Company_ABC","2/19/2018",6193,"Engineering","Asia Pacific","54747","1269",144,0,0
"142","Company_ABC","2/20/2018",5693,"Marketing","North America","46786","582",270,1,1
"143","Company_ABC","2/21/2018",3394,"IT","Latin America","51380","1099",190,1,0
"144","Company_ABC","2/22/2018",1888,"Support","North America","69825","934",113,1,1
"145","Company_ABC","2/23/2018",4526,"Sales","Asia Pacific","45562","946",214,1,1
"146","Company_ABC","2/24/2018",3632,"Engineering","North America","41102","781",105,0,0
"147","Company_ABC","2/25/2018",3052,"Sales","Asia Pacific","48204","614",287,1,0
"148","Company_ABC","2/26/2018",5524,"Human Resources","Latin America",NA,"547",176,0,0
"149","Company_ABC","2/27/2018",5280,"IT","Asia Pacific","22211","901",219,1,0
"150","Company_ABC","2/28/2018",2682,"Engineering","Latin America","67747","846",238,1,1
"151","Company_ABC","3/1/2018",6538,"Sales","Asia Pacific","65427","603",175,1,1
"152","Company_ABC","2/1/2018",3776,"Marketing","North America","32723","606",183,0,0
"153","Company_ABC","2/2/2018",1460,"Engineering","North America","31514","1417",136,0,0
"154","Company_ABC","2/3/2018",2591,"Support","North America","20522","697",207,0,0
"155","Company_ABC","2/4/2018",1982,"Finance","Asia Pacific","62492","966",183,0,0
"156","Company_ABC","2/5/2018",5753,"Sales","North America","28778","1232",300,1,0
"157","Company_ABC","2/6/2018",6713,"Marketing","Europe","29946","839",123,1,0
"158","Company_ABC","2/7/2018",4027,"IT","Asia Pacific","52433","532",170,1,1
"159","Company_ABC","2/8/2018",5840,"Marketing","Europe","63362","1046",182,1,1
"160","Company_ABC","2/9/2018",6830,"Sales","Europe","51324","1443",130,1,0
"161","Company_ABC","2/10/2018",6899,"Support","Asia Pacific","77534","n.a.",299,1,1
"162","Company_ABC","2/11/2018",1980,"Operations","Europe","16122","789",141,1,0
"163","Company_ABC","2/12/2018",3890,"IT","Asia Pacific","50207","1095",123,1,0
"164","Company_ABC","2/13/2018",4812,"Sales","North America","78475","808",175,0,0
"165","Company_ABC","2/14/2018",4533,"Engineering","North America","62637","527",119,0,0
"166","Company_ABC","2/15/2018",2165,"Operations","Latin America","47653","1350",182,1,1
"167","Company_ABC","2/16/2018",3399,"Human Resources","Latin America","74796","1110",138,0,0
"168","Company_ABC","2/17/2018",1545,"Support","Latin America","43353","1027",135,0,0
"169","Company_ABC","2/18/2018",2733,"Human Resources","Asia Pacific","75804","1176",211,1,1
"170","Company_ABC","2/19/2018",4375,"Engineering","Asia Pacific","37669","895",180,1,0
"171","Company_ABC","2/20/2018",1847,"Support","Latin America","74592","879",154,1,0
"172","Company_ABC","2/21/2018",2539,"Support","Latin America","50837","523",219,1,1
"173","Company_ABC","2/22/2018",6070,"Marketing","Europe","74126","907",231,1,1
"174","Company_ABC","2/23/2018",4604,"Finance","Asia Pacific","55044","774",174,1,0
"175","Company_ABC","2/24/2018",2167,"Engineering","North America","68043","1475",155,1,1
"176","Company_ABC","2/25/2018",5186,"IT","Latin America",NA,"558",299,0,0
"177","Company_ABC","2/26/2018",4605,"IT","Asia Pacific","57988","554",202,1,1
"178","Company_ABC","2/27/2018",4094,"Human Resources","Asia Pacific","60810","612",266,0,0
"179","Company_ABC","2/28/2018",3748,"Engineering","Asia Pacific","70684","971",159,1,1
"180","Company_ABC","3/1/2018",6707,"Engineering","North America","33064","1423",186,1,0
"181","Company_ABC","2/1/2018",6654,"Support","Asia Pacific","30346","653",180,1,0
"182","Company_ABC","2/2/2018",4775,"Engineering","Europe","39421","514",244,1,0
"183","Company_ABC","2/3/2018",6474,"Human Resources","Asia Pacific","40595","1262",110,0,0
"184","Company_ABC","2/4/2018",4852,"Engineering","Asia Pacific","15348","1414",158,1,0
"185","Company_ABC","2/5/2018",5856,"Finance","Europe","59739","854",224,0,0
"186","Company_ABC","2/6/2018",3017,"Sales","Europe","51541","1015",233,0,0
"187","Company_ABC","2/7/2018",6981,"Support","Europe","28199","1076",276,1,0
"188","Company_ABC","2/8/2018",6834,"Support","North America","51885","605",138,0,0
"189","Company_ABC","2/9/2018",3064,"Operations","North America","10654","1152",296,1,0
"190","Company_ABC","2/10/2018",2749,"Human Resources","Asia Pacific","51358","1392",104,1,1
"191","Company_ABC","2/11/2018",5105,"Operations","Asia Pacific","34941","1197",130,0,0
"192","Company_ABC","2/12/2018",3335,"Operations","North America","19434","655",219,0,0
"193","Company_ABC","2/13/2018",3262,"Engineering","Asia Pacific","78930","981",254,1,0
"194","Company_ABC","2/14/2018",5728,"Marketing","Asia Pacific","45867","1323",258,0,0
"195","Company_ABC","2/15/2018",1343,"Human Resources","Europe","76604","926",133,1,0
"196","Company_ABC","2/16/2018",4845,"Engineering","Europe","27527","640",171,1,0
"197","Company_ABC","2/17/2018",3667,NA,"Asia Pacific","60232","656",263,1,0
"198","Company_ABC","2/18/2018",5471,"Support","North America","26100","1278",195,1,0
"199","Company_ABC","2/19/2018",4518,"IT","Europe",NA,"1500",190,1,0
"200","Company_ABC","2/20/2018",1435,"Marketing","Latin America","35580","830",199,0,0
"201","Company_ABC","2/21/2018",5313,"Marketing","North America","49897","1278",174,1,1
"202","Company_ABC","2/22/2018",6895,"Marketing","Europe","75546","743",204,1,1
"203","Company_ABC","2/23/2018",6041,"Sales","Asia Pacific","69739","1028",222,0,0
"204","Company_ABC","2/24/2018",1326,"Operations","Latin America","73262","1087",211,0,0
"205","Company_ABC","2/25/2018",4271,"Sales","Asia Pacific","74350","1022",126,0,0
"206","Company_ABC","2/26/2018",6697,"Operations","North America","41505","945",255,1,0
"207","Company_ABC","2/27/2018",2788,"Operations","Asia Pacific","41718","1183",289,1,0
"208","Company_ABC","2/28/2018",6630,"Human Resources","Latin America","63499","1061",299,0,0
"209","Company_ABC","3/1/2018",3119,"Marketing","Latin America","27681","1416",160,1,0
"210","Company_ABC","3/2/2018",6555,"Finance","Latin America","16898","850",147,1,0
"211","Company_ABC","3/3/2018",4881,"Finance","North America","64413","543",208,1,1
"212","Company_ABC","3/4/2018",4293,"IT","Latin America","50486","993",135,1,1
"213","Company_ABC","3/5/2018",2922,"Marketing","Asia Pacific","25394","986",101,0,0
"214","Company_ABC","3/6/2018",4936,"Finance","Latin America","57211","618",213,1,1
"215","Company_ABC","3/7/2018",2157,"Operations","North America","47457","645",101,0,0
"216","Company_ABC","3/8/2018",2715,"Finance","Asia Pacific","65718","n.a.",245,0,0
"217","Company_ABC","3/9/2018",1527,"Finance","Asia Pacific","17818","1318",152,0,0
"218","Company_ABC","3/10/2018",4738,"Engineering","Asia Pacific","72211","1160",147,0,0
"219","Company_ABC","3/11/2018",6956,"Engineering","Latin America","70271","613",196,0,0
"220","Company_ABC","3/12/2018",2600,"Operations","Latin America","22555","1476",272,1,0
"221","Company_ABC","3/13/2018",1133,"Support","Latin America","22763","666",293,0,0
"222","Company_ABC","3/14/2018",3290,"Engineering","Asia Pacific","32769","1422",218,0,0
"223","Company_ABC","3/15/2018",3528,"Support","North America","33880","1002",199,1,0
"224","Company_ABC","3/16/2018",3243,"Marketing","North America","70957","835",110,0,0
"225","Company_ABC","3/17/2018",4076,"Finance","Europe","54253","1218",121,0,0
"226","Company_ABC","3/18/2018",4535,"Human Resources","Latin America","12454","801",136,0,0
"227","Company_ABC","3/19/2018",4052,"Orations","Latin America","13617","511",131,0,0
"228","Company_ABC","3/20/2018",5163,"Engineering","North America","25464","993",149,1,0
"229","Company_ABC","3/21/2018",6304,"Operations","Latin America","68764","1213",159,1,0
"230","Company_ABC","3/22/2018",2982,NA,"Asia Pacific","52484","1466",170,1,1
"231","Company_ABC","3/23/2018",5530,"Human Resources","Europe","61303","588",176,1,0
"232","Company_ABC","3/24/2018",2167,"Human Resources","Latin America","49759","1161",225,0,0
"233","Company_ABC","3/25/2018",4448,NA,"Latin America","11793","1127",198,0,0
"234","Company_ABC","3/26/2018",3871,"Sales","North America","66403","n.a.",124,1,1
"235","Company_ABC","3/27/2018",1607,"Sales","Asia Pacific","75141","630",230,0,0
"236","Company_ABC","3/28/2018",2542,"Finance","Asia Pacific","68351","1068",139,0,0
"237","Company_ABC","3/29/2018",6434,"Sales","North America","59817","1222",107,0,0
"238","Company_ABC","3/30/2018",1194,"Finance","Latin America","71871","1121",193,1,1
"239","Company_ABC","3/31/2018",3419,"Sales","Asia Pacific","59085","807",112,0,0
"240","Company_ABC","4/1/2018",5666,"Marketing","North America","75321","643",234,1,1
"241","Company_ABC","3/2/2018",2031,"Engineering","Asia Pacific","21028","505",239,1,0
"242","Company_ABC","3/3/2018",4702,"Support","Latin America","74862","916",155,0,0
"243","Company_ABC","3/4/2018",2019,"IT","Asia Pacific","47157","556",233,1,0
"244","Company_ABC","3/5/2018",5219,"IT","Asia Pacific","17281","581",138,1,0
"245","Company_ABC","3/6/2018",4752,"Engineering","North America","53677","771",221,0,0
"246","Company_ABC","3/7/2018",5636,"Human Resources","North America","43549","577",289,1,0
"247","Company_ABC","3/8/2018",1354,"Sales","Europe","19580","1047",281,1,0
"248","Company_ABC","3/9/2018",1424,"Support","Latin America","67860","957",122,0,0
"249","Company_ABC","3/10/2018",5602,"Finance","Latin America","19190","970",183,1,0
"250","Company_ABC","3/11/2018",5399,"IT","Asia Pacific","34908","1349",184,1,0
"251","Company_ABC","3/12/2018",3306,"Engineering","North America","40638","n.a.",289,0,0
"252","Company_ABC","3/13/2018",6580,"Human Resources","Latin America","66507","749",139,0,0
"253","Company_ABC","3/14/2018",2095,"Support","North America","37062","1175",240,1,0
"254","Company_ABC","3/15/2018",4093,"Finance","Latin America","78045","561",161,1,1
"255","Company_ABC","3/16/2018",4722,"Sales","North America","70057","777",144,0,0
"256","Company_ABC","3/17/2018",2022,"Operations","Latin America","74236","1033",121,0,0
"257","Company_ABC","3/18/2018",6026,"Finance","Latin America","51005","683",244,1,1
"258","Company_ABC","3/19/2018",4116,"IT","Asia","10354","1065",222,1,0
"259","Company_ABC","3/20/2018",3341,"Engineering","Latin America","26434","1494",277,0,0
"260","Company_ABC","3/21/2018",1090,"Marketing","Asia Pacific","33034","1126",199,1,0
"261","Company_ABC","3/22/2018",3758,"Support","Latin America","63328","806",170,1,1
"262","Company_ABC","3/23/2018",4235,"Finance","North America","34303","774",242,1,0
"263","Company_ABC","3/24/2018",4503,"Marketing","Latin America","56220","1367",223,0,0
"264","Company_ABC","3/25/2018",5807,"Sales","Europe","51981","995",128,0,0
"265","Company_ABC","3/26/2018",1694,"Support","Latin America","19649","1378",154,0,0
"266","Company_ABC","3/27/2018",3317,"IT","Asia Pacific","58932","n.a.",226,1,1
"267","Company_ABC","3/28/2018",3723,"Support","Europe","34706","1095",150,0,0
"268","Company_ABC","3/29/2018",4261,"Operations","North America",NA,"1212",194,1,0
"269","Company_ABC","3/30/2018",1715,"Engineering","Latin America","20083","551",134,1,0
"270","Company_ABC","3/31/2018",5420,"Finance","Europe","16779","1084",213,1,0
"271","Company_ABC","4/1/2018",6219,"Finance","Latin America",NA,"751",261,0,0
"272","Company_ABC","3/2/2018",4558,"IT","Latin America","10643","1103",152,0,0
"273","Company_ABC","3/3/2018",4905,"Operations","North America","18653","1303",280,1,0
"274","Company_ABC","3/4/2018",NA,"Support","North America","74633","685",124,1,1
"275","Company_ABC","3/5/2018",6310,"Finance","Europe","32298","917",256,1,0
"276","Company_ABC","3/6/2018",3810,"Engineering","North America","25057","1124",NA,1,0
"277","Company_ABC","3/7/2018",6210,"Finance","Asia","42836","951",233,1,0
"278","Company_ABC","3/8/2018",4757,"Finance","Europe","34589","531",179,1,0
"279","Company_ABC","3/9/2018",3294,"Operations","Latin America","74034","624",147,0,0
"280","Company_ABC","3/10/2018",1080,"Operations","North America","37080","1230",209,0,0
"281","Company_ABC","3/11/2018",5167,"Engineering","Europe","53782","527",244,1,1
"282","Company_ABC","3/12/2018",5685,"Engineering","Latin America","56484","1018",144,0,0
"283","Company_ABC","3/13/2018",3684,"Marketing","Asia Pacific","48424","551",167,0,0
"284","Company_ABC","3/14/2018",1010,"Operations","North America","35733","859",181,0,0
"285","Company_ABC","3/15/2018",6881,"Operations","North America","33755","631",215,1,0
"286","Company_ABC","3/16/2018",6099,"Finance","Latin America","26848","653",100,1,0
"287","Company_ABC","3/17/2018",5565,"Finance","Europe","74494","1215",196,0,0
"288","Company_ABC","3/18/2018",5663,"Finance","North America","44550","607",218,1,0
"289","Company_ABC","3/19/2018",3511,"Finance","North America","40110","1031",108,1,0
"290","Company_ABC","3/20/2018",6420,"Support","Latin America","24224","780",127,0,0
"291","Company_ABC","3/21/2018",4090,"IT","Asia Pacific","25519","1311",255,1,0
"292","Company_ABC","3/22/2018",6824,"Marketing","Asia Pacific","14135","1387",105,1,0
"293","Company_ABC","3/23/2018",6315,"Finance","North America","61664","1018",235,1,1
"294","Company_ABC","3/24/2018",4865,"Operations","North America",NA,"1170",252,1,0
"295","Company_ABC","3/25/2018",NA,"Finance","Latin America","79178","1154",204,0,0
"296","Company_ABC","3/26/2018",3287,"Marketing","Asia Pacific","58269","636",133,1,1
"297","Company_ABC","3/27/2018",5382,"Operations","Europe","41581","615",240,0,0
"298","Company_ABC","3/28/2018",3832,"Marketing","North America","42601","961",211,0,0
"299","Company_ABC","3/29/2018",1464,"Engineering","Latin America","26555","958",127,0,0
"300","Company_ABC","3/30/2018",6428,"Human Resources","North America","55094","1025",NA,1,1
"301","Company_ABC","3/31/2018",3722,"Support","North America",NA,"890",260,0,0
"302","Company_ABC","4/1/2018",4698,"Finance","Latin America","48168","1439",194,0,0
"303","Company_ABC","3/2/2018",3561,"Finance","Europe","15935","806",230,0,0
"304","Company_ABC","3/3/2018",3587,"Human Resources","North America","25430","892",116,0,0
"305","Company_ABC","3/4/2018",4662,"Finance","Latin America","52867","1091",169,0,0
"306","Company_ABC","3/5/2018",3269,"Sales","Asia Pacific","22387","1409",270,1,0
"307","Company_ABC","3/6/2018",1261,"Engineering","Europe","63534","658",244,0,0
"308","Company_ABC","3/7/2018",5729,"Support","Europe",NA,"530",167,1,1
"309","Company_ABC","3/8/2018",2745,"IT","Latin America","58371","700",281,1,0
"310","Company_ABC","3/9/2018",4038,"Marketing","Asia Pacific","50906","1009",247,1,1
"311","Company_ABC","3/10/2018",5696,"Support","Europe","67212","1081",151,0,0
"312","Company_ABC","3/11/2018",1056,"Operations","Asia Pacific","79953","600",276,1,1
"313","Company_ABC","3/12/2018",3019,"Engineering","Asia Pacific","21337","1076",218,1,0
"314","Company_ABC","3/13/2018",6492,"Engineering","Europe","68136","996",266,0,0
"315","Company_ABC","3/14/2018",4091,"Operations","Latin America","28879","737",208,0,0
"316","Company_ABC","3/15/2018",6525,"Human Resources","North America","30781","1416",241,0,0
"317","Company_ABC","3/16/2018",5679,"IT","Europe","30967","n.a.",293,1,0
"318","Company_ABC","3/17/2018",4767,"Engineering","North America","27861","669",207,0,0
"319","Company_ABC","3/18/2018",4879,"Support","Europe","11093","1210",266,0,0
"320","Company_ABC","3/19/2018",1068,"Operations","North America","40097","1212",238,1,0
"321","Company_ABC","3/20/2018",4068,"Marketing","Europe","25151","1133",113,0,0
"322","Company_ABC","3/21/2018",NA,"Operations","Europe","55639","783",202,1,1
"323","Company_ABC","3/22/2018",2983,"Engineering","Asia Pacific","18952","1184",294,1,0
"324","Company_ABC","3/23/2018",1672,"Operations","Europe","53841","1408",116,0,0
"325","Company_ABC","3/24/2018",3240,"Marketing","Asia Pacific","78248","1116",212,1,0
"326","Company_ABC","3/25/2018",2196,"Operations","Europe","69324","682",104,0,0
"327","Company_ABC","3/26/2018",2192,"Support","North America","48486","720",105,1,1
"328","Company_ABC","3/27/2018",4821,"Marketing","Latin America","40336","641",153,1,0
